"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"234","An MDaemon Admin's Guide to Protecting Against Ransomware https://t.co/pY8p5HLcrV #infographic #email #security… https://t.co/1eTmeZDyCH",FALSE,0,NA,2017-12-14 09:06:25,TRUE,NA,"941232899658981377",NA,"<a href=""https://recurpost.com"" rel=""nofollow"">Recycle Updates</a>","zensoftware",0,FALSE,FALSE,NA,NA
"235","RT @TonyBankingTech: Baddest boy on the security block... @kaspersky names #WannaCry “vulnerability of the year”: https://t.co/WeytTgkzpm #…",FALSE,0,NA,2017-12-14 09:01:18,FALSE,NA,"941231613408628737",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",4,TRUE,FALSE,NA,NA
"236","On-Demand Webinar - ""Petya vs. Wannacry: The Battle for the Worst."" Learn what we can do to protect ourselves from… https://t.co/VZ7SGVHXYO",FALSE,1,NA,2017-12-14 09:00:52,TRUE,NA,"941231505392717824",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","Mimecast",1,FALSE,FALSE,NA,NA
"237","RT @TonyBankingTech: Baddest boy on the security block... @kaspersky names #WannaCry “vulnerability of the year”: https://t.co/WeytTgkzpm #…",FALSE,0,NA,2017-12-14 08:59:12,FALSE,NA,"941231086012649472",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","PendoSystemsInc",4,TRUE,FALSE,NA,NA
"238","RT @mtakeshi: <U+3053><U+3061><U+3089><U+30EC><U+30DD><U+30FC><U+30C8><U+66F8><U+304D><U+307E><U+3057><U+305F><U+3002>@ntsuji <U+3055><U+3093><U+306E><U+8B1B><U+6F14><U+3001><U+524D><U+7DE8><U+3067><U+3059><U+3002><U+30A8><U+30E2><U+3044><U+5F8C><U+7DE8><U+306F><U+660E><U+65E5><U+516C><U+958B><U+4E88><U+5B9A><U+3002>

<U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3><U+30EA><U+30B5><U+30FC><U+30C1><U+30E3><U+30FC><U+304B><U+3089><U+306E><U+63D0><U+6848>(<U+524D><U+7DE8>):<U+4ECA><U+3001><U+30A8><U+30D0><U+30F3><U+30B8><U+30A7><U+30EA><U+30B9><U+30C8><U+304C><U+632F><U+308A><U+8FD4><U+308B> <U+300C>WannaCry<U+306F><U+3001><U+305D><U+3053><U+307E><U+3067><U+9A12><U+3050><U+3079><U+304D><U+4E8B><U+4EF6><U+3067><U+306F><U+306A><U+304B><U+3063><U+305F><U+300D> (1/4) - ITm…",FALSE,0,NA,2017-12-14 08:58:04,FALSE,NA,"941230799252209665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Pyo0072",4,TRUE,FALSE,NA,NA
"239","RT @mikamiyoh: WannaCry<U+306F><U+72AF><U+7F6A><U+96C6><U+56E3><U+30E9><U+30B6><U+30EB><U+30B9><U+30B0><U+30EB><U+30FC><U+30D7><U+306E><U+5B9F><U+9A13><U+3060><U+3063><U+305F><U+306E><U+3067><U+306F><U+306A><U+3044><U+304B><U+3002><U+5B9F><U+9A13><U+304C><U+5236><U+5FA1><U+3067><U+304D><U+306A><U+304F><U+306A><U+3063><U+305F><U+3068><U+63A8><U+6E2C><U+3057><U+3066><U+3044><U+308B>
<U+30AB><U+30B9><U+30DA><U+30EB><U+30B9><U+30AD><U+30FC><U+3001><U+30F4><U+30A3><U+30F3><U+30BB><U+30F3><U+30C6><U+30C7><U+30A3><U+30A2><U+30B9><U+6C0F> https://t.co/Er16NOpVEm",FALSE,0,NA,2017-12-14 08:56:05,FALSE,NA,"941230299337261056",NA,"<a href=""http://twitter.com/#!/hamoooooon/"" rel=""nofollow"">hamoooooon</a>","Vixeur",6,TRUE,FALSE,NA,NA
"240","Baddest boy on the security block... @kaspersky names #WannaCry “vulnerability of the year”:… https://t.co/SQb4H4PnCv",FALSE,2,NA,2017-12-14 08:55:15,TRUE,NA,"941230088812748800",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","TonyBankingTech",4,FALSE,FALSE,NA,NA
"241","2017<U+5E74>10<U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3><U+4E8B><U+4EF6><U+3001>1<U+4F4D><U+306F><U+591A><U+304F><U+306E><U+5DE5><U+5834><U+306B><U+88AB><U+5BB3><U+3092><U+4E0E><U+3048><U+305F><U+300C>WannaCry<U+300D>(MONOist)https://t.co/6ubd46rIUg",FALSE,0,NA,2017-12-14 08:53:55,FALSE,NA,"941229753788383232",NA,"<a href=""http://www.nittetsukou.co.jp/"" rel=""nofollow"">vladislvxksgiss</a>","vladislvxksgiss",0,FALSE,FALSE,NA,NA
"242","RT @funaalienski69: masuk dalem yah neng <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>

full video;https://t.co/YpPuWu0UAv

#bokepjepang #ngentot #sange #mastrubasi #orgasme #SocioDig…",FALSE,0,NA,2017-12-14 08:53:06,FALSE,NA,"941229548418482176",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Onggis1",51,TRUE,FALSE,NA,NA
"243","RT @9000ipaddresses: YO THIS IS SERIOUS. I have made a statement like that? COMPELLED to come to court, a default judgement..  #wannacry",FALSE,0,NA,2017-12-14 08:51:18,FALSE,NA,"941229097191137280",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",1,TRUE,FALSE,NA,NA
"244","RT @ncsc: Since WannaCry we have updated our ransomware guidance for both home users/small businesses and enterprise administrators https:/…",FALSE,0,NA,2017-12-14 08:49:08,FALSE,NA,"941228552896335872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","timothy_barnes",56,TRUE,FALSE,NA,NA
"245","YO THIS IS SERIOUS. I have made a statement like that? COMPELLED to come to court, a default judgement..  #wannacry",FALSE,0,NA,2017-12-14 08:46:21,FALSE,NA,"941227849578680320",NA,"<a href=""https://github.com/jsvine/markovify"" rel=""nofollow"">Simon says markov</a>","9000ipaddresses",1,FALSE,FALSE,NA,NA
"246","#Cyberthreats are still being brushed aside, even after #WannaCry and #NotPetya &gt; https://t.co/PePyFJFIJL via… https://t.co/kRe2kN4dF4",FALSE,1,NA,2017-12-14 08:45:00,TRUE,NA,"941227510833979392",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Transform_Sec",3,FALSE,FALSE,NA,NA
"247","Penetration tests could have spared NHS from WannaCry. 

Penetration testing is an important tool your organisation… https://t.co/YDN7UCpQj2",FALSE,0,NA,2017-12-14 08:37:26,TRUE,NA,"941225607421222912",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","CyberSecurityIs",0,FALSE,FALSE,NA,NA
"248","WHAT WHEN HOW SH IT I WANNACRY BUT I CAN'T https://t.co/syi6YGDRON",FALSE,0,NA,2017-12-14 08:37:16,FALSE,NA,"941225567185092609",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YEONGWONHIEX0",0,FALSE,FALSE,NA,NA
"249","<U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3><U+30EA><U+30B5><U+30FC><U+30C1><U+30E3><U+30FC><U+304B><U+3089><U+306E><U+63D0><U+6848>(<U+524D><U+7DE8>):<U+4ECA><U+3001><U+30A8><U+30D0><U+30F3><U+30B8><U+30A7><U+30EA><U+30B9><U+30C8><U+304C><U+632F><U+308A><U+8FD4><U+308B> <U+300C>WannaCry<U+306F><U+3001><U+305D><U+3053><U+307E><U+3067><U+9A12><U+3050><U+3079><U+304D><U+4E8B><U+4EF6><U+3067><U+306F><U+306A><U+304B><U+3063><U+305F><U+300D> (4/4) - ITmedia <U+30A8><U+30F3><U+30BF><U+30FC><U+30D7><U+30E9><U+30A4><U+30BA> https://t.co/zOunlKavbH",FALSE,0,NA,2017-12-14 08:34:47,FALSE,NA,"941224940686123008",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","4itgWnksnAq0MFc",0,FALSE,FALSE,NA,NA
"250","FreeRADIUS allows hackers to log in without credentials due to issues with TLS session caching. They were also impacted by WannaCry, too",FALSE,0,NA,2017-12-14 08:30:02,FALSE,NA,"941223744898351104",NA,"<a href=""https://github.com/parkr/ebooks"" rel=""nofollow"">PhoneBoy eBooks</a>","PhoneBoySaidSo",0,FALSE,FALSE,NA,NA
"251","RT @MalwareTechBlog: Decided my first blog post will be the story of the immediate WannaCry aftermath including how I got doxed. Not sure h…",FALSE,0,NA,2017-12-14 08:28:40,FALSE,NA,"941223401015799808",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MdKhalidAhmad",77,TRUE,FALSE,NA,NA
"252","RT @ncsc: Since WannaCry we have updated our ransomware guidance for both home users/small businesses and enterprise administrators https:/…",FALSE,0,NA,2017-12-14 08:25:29,FALSE,NA,"941222600050606080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jd162",56,TRUE,FALSE,NA,NA
"253","RT @BiznetBilisim: 2017’de gerçeklesen ve global çapta adindan söz ettiren #WannaCry, #BadRabbit gibi fidye yazilimlarin ardindan, 2018’de…",FALSE,0,NA,2017-12-14 08:21:18,FALSE,NA,"941221547204898816",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",3,TRUE,FALSE,NA,NA
"254","RT @BiznetBilisim: 2017’de gerçeklesen ve global çapta adindan söz ettiren #WannaCry, #BadRabbit gibi fidye yazilimlarin ardindan, 2018’de…",FALSE,0,NA,2017-12-14 08:18:53,FALSE,NA,"941220939773202432",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","umityalcinkaya2",3,TRUE,FALSE,NA,NA
"255","2017’de gerçeklesen ve global çapta adindan söz ettiren #WannaCry, #BadRabbit gibi fidye yazilimlarin ardindan, 201… https://t.co/mMeJBptvsG",FALSE,1,NA,2017-12-14 08:15:56,TRUE,NA,"941220197310124033",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BiznetBilisim",3,FALSE,FALSE,NA,NA
"256","The attack is due to a kind of ransomware called Wanna Decryptor, a https://t.co/39JBfaKfiL #Hacker #Cybersecurity https://t.co/EqF6KG5Efy",FALSE,0,NA,2017-12-14 08:15:38,FALSE,NA,"941220122282332161",NA,"<a href=""http://www.ajaymatharu.com/"" rel=""nofollow"">Tweet Old Post</a>","CyberDomain",0,FALSE,FALSE,NA,NA
"257","Udah nyampe rumah, kunci ada di jendela. Pas ngambil kuncinya malah jatuh ke lantai dan gaada orang di rumah.......... WANNACRY<ed><U+00A0><U+00BD><ed><U+00B8><U+00AD> []",FALSE,0,NA,2017-12-14 08:10:24,FALSE,NA,"941218804360552449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","suhoasli",0,FALSE,FALSE,NA,NA
"258","RT @ncsc: Since WannaCry we have updated our ransomware guidance for both home users/small businesses and enterprise administrators https:/…",FALSE,0,NA,2017-12-14 08:10:18,FALSE,NA,"941218780675563520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CABooth",56,TRUE,FALSE,NA,NA
"259","RT @macam2akunfb: virus wannacry dgn kearifan lokal https://t.co/0BDOfSJcr1",FALSE,0,NA,2017-12-14 08:01:58,FALSE,NA,"941216679912095744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","hayoungapain",160,TRUE,FALSE,NA,NA
"260","RT @macam2akunfb: virus wannacry dgn kearifan lokal https://t.co/0BDOfSJcr1",FALSE,0,NA,2017-12-14 07:58:22,FALSE,NA,"941215777511706624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","bangchirs",160,TRUE,FALSE,NA,NA
"261","RT @MalwareTechBlog: Decided my first blog post will be the story of the immediate WannaCry aftermath including how I got doxed. Not sure h…",FALSE,0,NA,2017-12-14 07:53:43,FALSE,NA,"941214603555598337",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ThreeBeees",77,TRUE,FALSE,NA,NA
"262","RT @itmedia: [<U+30A8><U+30F3><U+30BF><U+30FC><U+30D7><U+30E9><U+30A4><U+30BA>]<U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3><U+30EA><U+30B5><U+30FC><U+30C1><U+30E3><U+30FC><U+304B><U+3089><U+306E><U+63D0><U+6848>(<U+524D><U+7DE8>):<U+4ECA><U+3001><U+30A8><U+30D0><U+30F3><U+30B8><U+30A7><U+30EA><U+30B9><U+30C8><U+304C><U+632F><U+308A><U+8FD4><U+308B> <U+300C>WannaCry<U+306F><U+3001><U+305D><U+3053><U+307E><U+3067><U+9A12><U+3050><U+3079><U+304D><U+4E8B><U+4EF6><U+3067><U+306F><U+306A><U+304B><U+3063><U+305F><U+300D> https://t.co/WSoSy1NriI",FALSE,0,NA,2017-12-14 07:27:25,FALSE,NA,"941207984884944896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","yatzvashz",4,TRUE,FALSE,NA,NA
"263","RT @kaspersky: We named #WannaCry #ransomware attack 'vulnerability of the year' https://t.co/8pft25PIA3  #malware #NetSec via @Security_No…",FALSE,0,NA,2017-12-14 07:11:22,FALSE,NA,"941203948907778048",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",2,TRUE,FALSE,NA,NA
"264","RT @kaspersky: We named #WannaCry #ransomware attack 'vulnerability of the year' https://t.co/8pft25PIA3  #malware #NetSec via @Security_No…",FALSE,0,NA,2017-12-14 07:01:39,FALSE,NA,"941201500327612416",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FumoffuMs",2,TRUE,FALSE,NA,NA
"265","RT @itmedia: [<U+30A8><U+30F3><U+30BF><U+30FC><U+30D7><U+30E9><U+30A4><U+30BA>]<U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3><U+30EA><U+30B5><U+30FC><U+30C1><U+30E3><U+30FC><U+304B><U+3089><U+306E><U+63D0><U+6848>(<U+524D><U+7DE8>):<U+4ECA><U+3001><U+30A8><U+30D0><U+30F3><U+30B8><U+30A7><U+30EA><U+30B9><U+30C8><U+304C><U+632F><U+308A><U+8FD4><U+308B> <U+300C>WannaCry<U+306F><U+3001><U+305D><U+3053><U+307E><U+3067><U+9A12><U+3050><U+3079><U+304D><U+4E8B><U+4EF6><U+3067><U+306F><U+306A><U+304B><U+3063><U+305F><U+300D> https://t.co/WSoSy1NriI",FALSE,0,NA,2017-12-14 06:29:39,FALSE,NA,"941193448660410370",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lovely_LoveLive",4,TRUE,FALSE,NA,NA
"266","2017<U+5E74>10<U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3><U+4E8B><U+4EF6><U+3001>1<U+4F4D><U+306F><U+591A><U+304F><U+306E><U+5DE5><U+5834><U+306B><U+88AB><U+5BB3><U+3092><U+4E0E><U+3048><U+305F><U+300C>WannaCry<U+300D>(MONOist)",FALSE,0,NA,2017-12-14 06:25:41,FALSE,NA,"941192450084708352",NA,"<a href=""http://www.wlw.co.jp/"" rel=""nofollow"">masaishinnetsu</a>","masaishinnetsu",0,FALSE,FALSE,NA,NA
"267","RT @IMS_Roisin: #WannaCry and #NotPetya Had Little Impact on Security Spend https://t.co/XyGSW7sr51",FALSE,0,NA,2017-12-14 06:21:23,FALSE,NA,"941191370680741889",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",1,TRUE,FALSE,NA,NA
"268","I WANNACRY https://t.co/YYPdqMTN03",FALSE,6,NA,2017-12-14 06:17:24,FALSE,NA,"941190365301710848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","miIkybyun",0,FALSE,FALSE,NA,NA
"269","Arizona cyber experts warn that WannaCry outbreak just tip of iceberg https://t.co/Bfa9udFx3v",FALSE,0,NA,2017-12-14 06:16:18,FALSE,NA,"941190087919902720",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","tactics_online",0,FALSE,FALSE,NA,NA
"270","#WannaCry and #NotPetya Had Little Impact on Security Spend https://t.co/XyGSW7sr51",FALSE,0,NA,2017-12-14 06:15:42,FALSE,NA,"941189939387097090",NA,"<a href=""http://www.everyonesocial.com"" rel=""nofollow"">EveryoneSocial</a>","IMS_Roisin",1,FALSE,FALSE,NA,NA
"271","#espincorp How #CryptoLocker and #WannaCry works
https://t.co/hBZa4rRvF7 https://t.co/50cfcyf6nA",FALSE,0,NA,2017-12-14 06:12:15,FALSE,NA,"941189069861666817",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","espincorp",0,FALSE,FALSE,NA,NA
"272","RT @ncsc: Since WannaCry we have updated our ransomware guidance for both home users/small businesses and enterprise administrators https:/…",FALSE,0,NA,2017-12-14 06:08:49,FALSE,NA,"941188205780652032",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Lee_Tebby",56,TRUE,FALSE,NA,NA
"273","RT @ncsc: Since WannaCry we have updated our ransomware guidance for both home users/small businesses and enterprise administrators https:/…",FALSE,0,NA,2017-12-14 06:05:07,FALSE,NA,"941187273298718720",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","apalomovera",56,TRUE,FALSE,NA,NA
"274","Chemical Facility Security News: ICS-CERT Updates WannaCry Alert and Publishes 4 Advisories https://t.co/pi2Bl0Mw7P",FALSE,0,NA,2017-12-14 06:02:32,FALSE,NA,"941186626192936960",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Mobile Web (M2)</a>","USA_Emergency",0,FALSE,FALSE,NA,NA
"275","Kaspersky Names WannaCry 'Vulnerability of the Year' - Security Now https://t.co/IidpQDhLTn",FALSE,0,NA,2017-12-14 05:59:46,FALSE,NA,"941185930005708800",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","johnrmatthews",0,FALSE,FALSE,NA,NA
"276","RT @9000ipaddresses: I do you'd know the law better than you. This is no ePolice. YOU THINK YOU'RE A USELESS @%!$.  #wannacry",FALSE,0,NA,2017-12-14 05:51:18,FALSE,NA,"941183797810393088",NA,"<a href=""https://www.google.com"" rel=""nofollow"">helloworld-b</a>","sectest9",1,TRUE,FALSE,NA,NA
"277","@JulianAssange @Snowden 3 Marcus Hutchins

cybersecurity experts rally around arrested WannaCry 'hero'

Via… https://t.co/K8GHO1cI6x",FALSE,0,"SPARKEStv",2017-12-14 05:46:31,TRUE,"941181480893632513","941182592677826560","176521652","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SPARKEStv",0,FALSE,FALSE,NA,NA
"278","I do you'd know the law better than you. This is no ePolice. YOU THINK YOU'RE A USELESS @%!$.  #wannacry",FALSE,0,NA,2017-12-14 05:46:18,FALSE,NA,"941182537891827714",NA,"<a href=""https://github.com/jsvine/markovify"" rel=""nofollow"">Simon says markov</a>","9000ipaddresses",1,FALSE,FALSE,NA,NA
"279","<U+4ECA><U+3001><U+30A8><U+30D0><U+30F3><U+30B8><U+30A7><U+30EA><U+30B9><U+30C8><U+304C><U+632F><U+308A><U+8FD4><U+308B> <U+300C>WannaCry<U+306F><U+3001><U+305D><U+3053><U+307E><U+3067><U+9A12><U+3050><U+3079><U+304D><U+4E8B><U+4EF6><U+3067><U+306F><U+306A><U+304B><U+3063><U+305F><U+300D> (1/4) - ITmedia <U+30A8><U+30F3><U+30BF><U+30FC><U+30D7><U+30E9><U+30A4><U+30BA> 

https://t.co/mBp3AqMK0X",FALSE,0,NA,2017-12-14 05:45:03,FALSE,NA,"941182226741338112",NA,"<a href=""https://twitter.com/it_tech_news"" rel=""nofollow"">IT<U+7CFB><U+30CB><U+30E5><U+30FC><U+30B9><U+306E><U+30DC><U+30C3><U+30C8></a>","it_tech_news",0,FALSE,FALSE,NA,NA
"280","RT @MalwareTechBlog: Decided my first blog post will be the story of the immediate WannaCry aftermath including how I got doxed. Not sure h…",FALSE,0,NA,2017-12-14 05:38:57,FALSE,NA,"941180690783260672",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","fr3m13t",77,TRUE,FALSE,NA,NA
"281","<U+5F8C><U+3067><U+8AAD><U+3080> / “<U+4ECA><U+3001><U+30A8><U+30D0><U+30F3><U+30B8><U+30A7><U+30EA><U+30B9><U+30C8><U+304C><U+632F><U+308A><U+8FD4><U+308B> <U+300C>WannaCry<U+306F><U+3001><U+305D><U+3053><U+307E><U+3067><U+9A12><U+3050><U+3079><U+304D><U+4E8B><U+4EF6><U+3067><U+306F><U+306A><U+304B><U+3063><U+305F><U+300D> (1/4) - ITmedia <U+30A8><U+30F3><U+30BF><U+30FC><U+30D7><U+30E9><U+30A4><U+30BA>” https://t.co/elWoJxZ8ES #<U+3042><U+3068><U+3067><U+8AAD><U+3080> #<U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3>",FALSE,1,NA,2017-12-14 05:32:44,FALSE,NA,"941179125359788032",NA,"<a href=""http://www.hatena.ne.jp/guide/twitter"" rel=""nofollow"">Hatena</a>","junjun_",0,FALSE,FALSE,NA,NA
"282","Protect PC from - Ransomware virus 'WannaCry' plague | 'RansomWarn Program' | By Yoran 

https://t.co/8pp6QLgK7H https://t.co/EREtitL2jY",FALSE,0,NA,2017-12-14 05:22:55,FALSE,NA,"941176654013100033",NA,"<a href=""https://postcron.com"" rel=""nofollow"">Postcron App</a>","The_BATeam",0,FALSE,FALSE,NA,NA
"283","RT @sprout_group: <U+300C>WannaCry<U+3092><U+77E5><U+3089><U+306A><U+3044>IT<U+62C5><U+5F53><U+8005><U+304C>5<U+5272><U+8D85><U+300D><U+3001><U+30DE><U+30AB><U+30D5><U+30A3><U+30FC> (<U+65E5><U+7D4C>)https://t.co/qkYkzSco3V
<U+300C><U+300C>WannaCry<U+306E><U+8A8D><U+77E5><U+5EA6><U+306F><U+3001><U+60C5><U+5831><U+30B7><U+30B9><U+30C6><U+30E0><U+62C5><U+5F53><U+8005><U+306B><U+9650><U+3063><U+3066><U+3082>50%<U+3092><U+5207><U+3063><U+3066><U+3044><U+308B><U+3002><U+6182><U+616E><U+3059><U+3079><U+304D><U+4E8B><U+614B><U+300D><U+3068><U+8B66><U+9418><U+3092><U+9CF4><U+3089><U+3059><U+300D>",FALSE,0,NA,2017-12-14 05:13:30,FALSE,NA,"941174284335988737",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","KimK91fw",2,TRUE,FALSE,NA,NA
"284","<U+300C>WannaCry<U+3092><U+77E5><U+3089><U+306A><U+3044>IT<U+62C5><U+5F53><U+8005><U+304C>5<U+5272><U+8D85><U+300D><U+3001><U+30DE><U+30AB><U+30D5><U+30A3><U+30FC> (<U+65E5><U+7D4C>)https://t.co/qkYkzSco3V
<U+300C><U+300C>WannaCry<U+306E><U+8A8D><U+77E5><U+5EA6><U+306F><U+3001><U+60C5><U+5831><U+30B7><U+30B9><U+30C6><U+30E0><U+62C5><U+5F53><U+8005><U+306B><U+9650><U+3063><U+3066><U+3082>50%<U+3092><U+5207><U+3063><U+3066><U+3044><U+308B><U+3002><U+6182><U+616E><U+3059><U+3079><U+304D><U+4E8B><U+614B><U+300D><U+3068><U+8B66><U+9418><U+3092><U+9CF4><U+3089><U+3059><U+300D>",FALSE,1,NA,2017-12-14 05:13:03,FALSE,NA,"941174173388492800",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","sprout_group",2,FALSE,FALSE,NA,NA
"285","RT @itmedia: [<U+30A8><U+30F3><U+30BF><U+30FC><U+30D7><U+30E9><U+30A4><U+30BA>]<U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3><U+30EA><U+30B5><U+30FC><U+30C1><U+30E3><U+30FC><U+304B><U+3089><U+306E><U+63D0><U+6848>(<U+524D><U+7DE8>):<U+4ECA><U+3001><U+30A8><U+30D0><U+30F3><U+30B8><U+30A7><U+30EA><U+30B9><U+30C8><U+304C><U+632F><U+308A><U+8FD4><U+308B> <U+300C>WannaCry<U+306F><U+3001><U+305D><U+3053><U+307E><U+3067><U+9A12><U+3050><U+3079><U+304D><U+4E8B><U+4EF6><U+3067><U+306F><U+306A><U+304B><U+3063><U+305F><U+300D> https://t.co/WSoSy1NriI",FALSE,0,NA,2017-12-14 05:07:58,FALSE,NA,"941172893873979392",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","biz4g",4,TRUE,FALSE,NA,NA
"286","<U+300C><U+4ECA><U+3001><U+30A8><U+30D0><U+30F3><U+30B8><U+30A7><U+30EA><U+30B9><U+30C8><U+304C><U+632F><U+308A><U+8FD4><U+308B> <U+300C>WannaCry<U+306F><U+3001><U+305D><U+3053><U+307E><U+3067><U+9A12><U+3050><U+3079><U+304D><U+4E8B><U+4EF6><U+3067><U+306F><U+306A><U+304B><U+3063><U+305F><U+300D><U+300D>(ITmedia)https://t.co/6vFeEhaxIK
<U+300C><U+30BD><U+30D5><U+30C8><U+30D0><U+30F3><U+30AF>·<U+30C6><U+30AF><U+30CE><U+30ED><U+30B8><U+30FC><U+306E><U+8FBB><U+4F38><U+5F18><U+6C0F><U+306F><U+3001><U+30BB><U+30AD><U+30E5><U+30EA><U+30C6><U+30A3><U+30EA><U+30B5><U+30FC><U+30C1><U+30E3><U+30FC><U+3068><U+3057><U+3066>… https://t.co/vNaBlOxmvl",FALSE,0,NA,2017-12-14 05:04:34,TRUE,NA,"941172037279801346",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","sprout_group",1,FALSE,FALSE,NA,NA
"287","<U+30B5><U+30A4><U+30D0><U+30FC><U+653B><U+6483><U+5074><U+3068><U+9632><U+5FA1><U+5074><U+306E><U+6A5F><U+68B0><U+5B66><U+7FD2><U+306B><U+3088><U+308B><U+7AF6><U+4E89><U+304C><U+6FC0><U+5316><U+304B><U+FF1F><U+30DE><U+30AB><U+30D5><U+30A3><U+30FC><U+304C><U+8ABF><U+67FB><U+3001><U+767A><U+8868>(EnterpriseZine)https://t.co/zblHu1g7k2
<U+300C>2017<U+5E74><U+3092><U+4EE3><U+8868><U+3059><U+308B><U+8105><U+5A01><U+3068><U+3057><U+3066><U+3001><U+30E9><U+30F3><U+30B5><U+30E0><U+30A6><U+30A7><U+30A2><U+300C>WannaCry<U+300D><U+306B><U+3088><U+308B><U+5927><U+898F><U+6A21><U+306A><U+653B><U+6483><U+304C>1<U+4F4D><U+306B><U+9078><U+3070><U+308C><U+305F><U+300D>",FALSE,0,NA,2017-12-14 05:03:12,FALSE,NA,"941171693514579968",NA,"<a href=""http://bufferapp.com"" rel=""nofollow"">Buffer</a>","sprout_group",1,FALSE,FALSE,NA,NA
